field,nan_fraction,min,p1,mean,p50,p99,max
p,0.11282197952270508,-103.2995376586914,2.2310333251953125,644.1395263671875,612.7254028320312,1556.8834228515625,6851.1748046875
u,0.11282197952270508,0.0015210418496280909,0.03244873881340027,1.0003859996795654,1.1232706308364868,1.5554721355438232,1.63715398311615
v,0.11282197952270508,-0.46952059864997864,-0.07139979302883148,-7.077632290020119e-06,-8.636162419861648e-06,0.07139468938112259,0.46618735790252686
p_drop,0.11282197952270508,-5329.2666015625,39.35104751586914,907.5155029296875,933.521484375,1628.0340576171875,1792.806640625
