epoch,train_loss,val_loss,elapsed_sec,lr,phase
62,0.0384462812775746,0.039006429314613345,6.97368049621582,9.940086748935405e-05,baseline_long
63,0.03826783661730587,0.03747995868325234,6.8860156536102295,9.930539505381425e-05,baseline_long
64,0.037640512357465926,0.03781845897436142,6.856303691864014,9.920292628279099e-05,baseline_long
65,0.03689699763432145,0.03768677558749914,6.78797721862793,9.90934773572911e-05,baseline_long
66,0.03639769870322198,0.03663248989731074,6.800800561904907,9.89770655605687e-05,baseline_long
67,0.036125102890655396,0.036222685985267164,6.993141174316406,9.885370927539597e-05,baseline_long
68,0.03583413576241583,0.03574302092194557,6.688849210739136,9.872342798116033e-05,baseline_long
69,0.03514406256843358,0.035081553496420385,6.81861686706543,9.85862422507884e-05,baseline_long
70,0.03493724545929581,0.03689268611371517,6.852468013763428,9.844217374749732e-05,baseline_long
71,0.034042322556488216,0.03369117617607117,6.927858114242554,9.829124522137386e-05,baseline_long
72,0.033556033675558865,0.033560892939567565,6.948266506195068,9.813348050578191e-05,baseline_long
73,0.033356845574453474,0.03349516687914729,6.961756467819214,9.796890451359893e-05,baseline_long
74,0.03268542672507465,0.033047625049948695,6.877086162567139,9.77975432332819e-05,baseline_long
75,0.03157944904640317,0.03301911883056164,6.875283241271973,9.761942372476348e-05,baseline_long
76,0.0314919968880713,0.035289140269160274,6.913262367248535,9.743457411517889e-05,baseline_long
77,0.03162907312158495,0.030757065676152707,7.0613720417022705,9.724302359442432e-05,baseline_long
78,0.03076809402555227,0.03105269733816385,6.873682975769043,9.704480241054754e-05,baseline_long
79,0.03084691976197064,0.0305598708614707,6.8351054191589355,9.683994186497131e-05,baseline_long
80,0.030404989188537002,0.031630227155983445,7.016860485076904,9.66284743075506e-05,baseline_long
81,0.02989339323481545,0.033889296539127825,6.968433618545532,9.641043313146417e-05,baseline_long
82,0.02993030518759042,0.03214829495176673,6.858445882797241,9.618585276794129e-05,baseline_long
83,0.028894351944327355,0.030692594069987537,6.910398483276367,9.595476868082481e-05,baseline_long
84,0.02939383522607386,0.02922247588634491,6.855457782745361,9.571721736097089e-05,baseline_long
85,0.029507316241506487,0.029179321005940437,6.875810384750366,9.547323632048671e-05,baseline_long
86,0.029226160403341056,0.029396055191755296,6.846719026565552,9.522286408680687e-05,baseline_long
87,0.028747128688264637,0.028663807436823844,6.970121145248413,9.496614019660951e-05,baseline_long
88,0.028665320719592272,0.03024936556816101,6.805751800537109,9.47031051895729e-05,baseline_long
89,0.0278593196766451,0.03156786240637302,6.893954515457153,9.443380060197386e-05,baseline_long
90,0.02800232310546562,0.030633556433022024,6.768229007720947,9.415826896012867e-05,baseline_long
91,0.028540753368288277,0.028925782609730957,6.8760926723480225,9.38765537736776e-05,baseline_long
92,0.027461586771532893,0.032137800790369514,6.936615943908691,9.358869952871437e-05,baseline_long
93,0.02709067581454292,0.028995936159044503,6.80744743347168,9.329475168076115e-05,baseline_long
94,0.027236791397444903,0.026216635126620532,6.894672393798828,9.299475664759069e-05,baseline_long
95,0.027146638745907694,0.02670577773824334,6.8263633251190186,9.26887618018964e-05,baseline_long
96,0.02752413772046566,0.028008386958390474,6.891441822052002,9.23768154638116e-05,baseline_long
97,0.026883039944805204,0.027394643649458886,7.247873544692993,9.205896689327926e-05,baseline_long
98,0.026948423504363744,0.026911040861159564,6.959392070770264,9.17352662822733e-05,baseline_long
99,0.02684457412455231,0.026702173240482806,6.877400636672974,9.140576474687266e-05,baseline_long
100,0.02614597684238106,0.02586513651534915,6.833578586578369,9.107051431918947e-05,baseline_long
101,0.025643326172139495,0.027884302139282228,6.806987524032593,9.072956793915261e-05,baseline_long
102,0.02591504394542426,0.027028387375175954,7.05629825592041,9.038297944614787e-05,baseline_long
103,0.02617361694574356,0.02666604917496443,6.9037024974823,9.003080357051608e-05,baseline_long
104,0.026266279767733068,0.028770174272358416,6.8303327560424805,8.967309592491053e-05,baseline_long
105,0.025239513125270605,0.025725994110107422,6.863409519195557,8.930991299551518e-05,baseline_long
106,0.026214296761900187,0.026406502686440944,6.862119913101196,8.89413121331247e-05,baseline_long
107,0.02497914225095883,0.02855501674115658,6.857936143875122,8.856735154408823e-05,baseline_long
108,0.02573240363737568,0.0320346362888813,6.983872413635254,8.818809028111786e-05,baseline_long
109,0.025547786625102164,0.026799883041530848,6.7530622482299805,8.780358823396355e-05,baseline_long
110,0.02476818271446973,0.024997875709086657,7.330798149108887,8.741390611995583e-05,baseline_long
111,0.024927452388219536,0.024329232107847928,6.796616315841675,8.701910547441787e-05,baseline_long
112,0.024738939544185996,0.02667202666401863,7.10368013381958,8.661924864094824e-05,baseline_long
113,0.025190562575589867,0.02655782550573349,6.793261528015137,8.621439876157623e-05,baseline_long
114,0.02414815003750846,0.025119599234312773,6.786664247512817,8.5804619766791e-05,baseline_long
115,0.024698261783923953,0.02565096678212285,6.865113258361816,8.53899763654461e-05,baseline_long
116,0.024115828212816267,0.024687944129109383,6.994813680648804,8.497053403454133e-05,baseline_long
117,0.024020316714886577,0.025067741312086583,6.916515827178955,8.454635900888303e-05,baseline_long
118,0.02364256462547928,0.024633596185594797,7.021635293960571,8.4117518270625e-05,baseline_long
119,0.02385486229788512,0.026395960357040168,6.777227401733398,8.368407953869104e-05,baseline_long
120,0.024352332467678935,0.023568421062082054,6.864058256149292,8.324611125808152e-05,baseline_long
121,0.023303884470369667,0.024229300525039434,6.9418017864227295,8.280368258906504e-05,baseline_long
122,0.023336190725676716,0.023537616822868587,6.919925928115845,8.235686339625725e-05,baseline_long
123,0.023709448135923593,0.026481885518878697,6.968260288238525,8.190572423758835e-05,baseline_long
124,0.02282249201554805,0.02454495068639517,6.880392789840698,8.14503363531613e-05,baseline_long
125,0.02327331679640338,0.02301534131169319,6.860116958618164,8.099077165400204e-05,baseline_long
126,0.02306746769696474,0.025526123493909834,6.802976369857788,8.052710271070406e-05,baseline_long
127,0.022918528337031605,0.02293227434158325,6.854127407073975,8.005940274196848e-05,baseline_long
128,0.02260681054322049,0.02538003772497177,6.763956546783447,7.958774560304213e-05,baseline_long
129,0.022761430277023466,0.023928209226578474,6.779199600219727,7.911220577405486e-05,baseline_long
130,0.022663270633202046,0.024727446865290402,6.80305814743042,7.863285834825833e-05,baseline_long
131,0.022748344640713184,0.023740944508463143,6.903810501098633,7.814977902016782e-05,baseline_long
132,0.02288014384685084,0.023105380311608314,6.772705793380737,7.766304407360924e-05,baseline_long
133,0.02245367067400366,0.024008317701518535,6.927560567855835,7.717273036967313e-05,baseline_long
134,0.022260053798090665,0.02355055969208479,6.887074708938599,7.66789153345772e-05,baseline_long
135,0.022132489238865672,0.02164376724511385,6.797153472900391,7.618167694743998e-05,baseline_long
136,0.021940055028535424,0.023867112379521133,6.949784278869629,7.568109372796698e-05,baseline_long
137,0.02205866175936535,0.02461413908749819,6.795657396316528,7.517724472405148e-05,baseline_long
138,0.02203183819539845,0.02328462788835168,6.9718427658081055,7.4670209499292e-05,baseline_long
139,0.022016173796728253,0.022405985500663517,6.74753737449646,7.416006812042828e-05,baseline_long
140,0.021401699278503657,0.022102123256772757,7.0500969886779785,7.36469011446978e-05,baseline_long
141,0.021439680370967835,0.023094802293926478,7.068993330001831,7.313078960711483e-05,baseline_long
142,0.021422638415824622,0.024874432664364576,6.748345613479614,7.261181500767411e-05,baseline_long
143,0.021371106028091162,0.023108109422028063,6.849979639053345,7.209005929848105e-05,baseline_long
144,0.021498681767843662,0.02101370571181178,7.0027735233306885,7.15656048708105e-05,baseline_long
145,0.02107121067587286,0.022814005482941865,6.882404565811157,7.103853454209628e-05,baseline_long
146,0.022275029283482583,0.02138883829116821,6.8038246631622314,7.050893154285327e-05,baseline_long
147,0.020863217087462544,0.02204802952706814,6.797425985336304,6.99768795035344e-05,baseline_long
148,0.020779594886116682,0.022694286201149227,7.1866960525512695,6.944246244132443e-05,baseline_long
149,0.020921174073591828,0.02135500069707632,6.873847723007202,6.890576474687264e-05,baseline_long
150,0.020518054792191834,0.02224070271477103,6.868291616439819,6.836687117096659e-05,baseline_long
151,0.02054910853272304,0.021819028574973344,6.93175482749939,6.782586681114895e-05,baseline_long
152,0.020478323351126163,0.02250658817589283,6.832385301589966,6.728283709827966e-05,baseline_long
153,0.020619547527749093,0.020779132209718228,6.884491205215454,6.673786778304538e-05,baseline_long
154,0.02034290000796318,0.021363485455513,6.851158857345581,6.619104492241849e-05,baseline_long
155,0.020408165552653373,0.021000868398696183,6.753121852874756,6.564245486606766e-05,baseline_long
156,0.02013335661031306,0.021853574365377427,6.720109462738037,6.50921842427222e-05,baseline_long
157,0.020231999880634247,0.020569928269833327,6.795151948928833,6.45403199464925e-05,baseline_long
158,0.02011554938275367,0.021466316562145947,6.744279146194458,6.398694912314837e-05,baseline_long
159,0.01984301458578557,0.02068486772477627,6.694901704788208,6.343215915635766e-05,baseline_long
160,0.019994348762556912,0.021085306629538537,6.758292198181152,6.287603765388748e-05,baseline_long
161,0.01973245742963627,0.02028679572045803,6.742205381393433,6.231867243376982e-05,baseline_long
162,0.019912423274945468,0.02407914087176323,6.828595399856567,6.176015151043413e-05,baseline_long
163,0.019747901314403862,0.021571229845285415,6.924588918685913,6.120056308080878e-05,baseline_long
164,0.019574119667522608,0.020891788601875304,6.830452919006348,6.063999551039375e-05,baseline_long
165,0.019511274148244412,0.02101577404886484,7.047266006469727,6.007853731930673e-05,baseline_long
166,0.019683375580934807,0.01981535481289029,6.856518268585205,5.9516277168304717e-05,baseline_long
167,0.019494076480623335,0.020676997397094964,7.165679454803467,5.89533038447835e-05,baseline_long
168,0.01907180928159505,0.020964559428393842,6.9746551513671875,5.8389706248757026e-05,baseline_long
169,0.019485404379665852,0.021165931541472675,6.9014668464660645,5.782557337881916e-05,baseline_long
170,0.01944678359432146,0.02248892892152071,7.134450197219849,5.726099431808968e-05,baseline_long
171,0.019162232864182442,0.02015837958082557,6.814028024673462,5.66960582201471e-05,baseline_long
172,0.019389397520571946,0.020944397263228894,6.83353590965271,5.613085429495024e-05,baseline_long
173,0.019083505494054406,0.020501164980232717,6.983269691467285,5.556547179475092e-05,baseline_long
174,0.018957738967146726,0.02002711668610573,6.910104036331177,5.500000000000005e-05,baseline_long
175,0.018811978683806956,0.021198545563966036,6.872440814971924,5.443452820524918e-05,baseline_long
176,0.019345550048165024,0.0199017680156976,6.74037766456604,5.386914570504987e-05,baseline_long
177,0.018701376966200767,0.021077637914568185,6.775203466415405,5.330394177985299e-05,baseline_long
178,0.018829746170667933,0.020392002295702694,6.952577590942383,5.2739005681910425e-05,baseline_long
179,0.018768620558548717,0.0203218000382185,6.918992519378662,5.217442662118096e-05,baseline_long
180,0.018476045264396817,0.020841378662735225,6.753850221633911,5.161029375124307e-05,baseline_long
181,0.018718583651352674,0.019685709085315466,6.86783242225647,5.104669615521661e-05,baseline_long
182,0.01840171048650518,0.02109309846535325,6.860530376434326,5.048372283169538e-05,baseline_long
183,0.018405940455850214,0.019793446715921162,6.7687907218933105,4.992146268069337e-05,baseline_long
184,0.018159944121725856,0.01882727423682809,6.778758764266968,4.936000448960636e-05,baseline_long
185,0.01831762628862634,0.020286385789513587,6.753910541534424,4.8799436919191336e-05,baseline_long
186,0.017968888427130878,0.02047353856265545,6.804077625274658,4.823984848956598e-05,baseline_long
187,0.018323261353652923,0.01909023804590106,6.8216822147369385,4.7681327566230284e-05,baseline_long
188,0.018302555412519725,0.019061923399567603,6.767548561096191,4.712396234611263e-05,baseline_long
189,0.017996750003658236,0.01929033813998103,6.805595874786377,4.656784084364244e-05,baseline_long
190,0.018047379169147462,0.019577188473194836,6.730209827423096,4.601305087685173e-05,baseline_long
191,0.01789921660674736,0.019002490378916263,6.779164791107178,4.5459680053507586e-05,baseline_long
192,0.017884701692964883,0.019397431947290898,6.811821699142456,4.4907815757277885e-05,baseline_long
193,0.017767978105694054,0.019726958330720662,6.817097425460815,4.435754513393243e-05,baseline_long
194,0.01825152167119086,0.02189912846311927,6.904758930206299,4.380895507758158e-05,baseline_long
195,0.017845239581074566,0.01949233956634998,6.846210479736328,4.326213221695468e-05,baseline_long
196,0.017686796949710697,0.019282185081392525,6.774865388870239,4.27171629017204e-05,baseline_long
197,0.017778531073126942,0.019112034142017363,6.826035261154175,4.217413318885111e-05,baseline_long
198,0.01775193410925567,0.01892467277124524,6.946937799453735,4.163312882903346e-05,baseline_long
199,0.01725789796328172,0.019047578256577255,6.9622321128845215,4.10942352531274e-05,baseline_long
200,0.017561876170802862,0.018283443143591285,6.9180686473846436,4.0557537558675604e-05,baseline_long
201,0.017595942160114647,0.01907811554148793,6.870217561721802,4.0023120496465636e-05,baseline_long
202,0.01726649115094915,0.018852444272488354,6.860317707061768,3.949106845714676e-05,baseline_long
203,0.017299358402378857,0.018587497305125,6.889612436294556,3.8961465457903755e-05,baseline_long
204,0.01746490886202082,0.01907752687111497,6.7942304611206055,3.8434395129189525e-05,baseline_long
205,0.0174945290829055,0.01867779959924519,6.823915958404541,3.7909940701518986e-05,baseline_long
206,0.017229825966060163,0.019286943376064302,6.812005043029785,3.738818499232593e-05,baseline_long
207,0.017148338176775725,0.018927381299436094,7.041327714920044,3.686921039288521e-05,baseline_long
208,0.01700133410282433,0.018377938773483038,6.901577711105347,3.635309885530225e-05,baseline_long
209,0.017133835875429212,0.018955693310126663,6.923603057861328,3.5839931879571766e-05,baseline_long
210,0.01709020321723074,0.018299323488026858,6.9201133251190186,3.532979050070807e-05,baseline_long
211,0.01703051833435893,0.01798444108106196,6.811831951141357,3.48227552759486e-05,baseline_long
212,0.016965147166047245,0.018954555820673704,6.9648261070251465,3.431890627203309e-05,baseline_long
213,0.016998599227517844,0.01814071848988533,7.053363561630249,3.381832305256009e-05,baseline_long
214,0.01686877139378339,0.018346403492614627,6.824657440185547,3.332108466542287e-05,baseline_long
215,0.016751966399606317,0.018742652563378214,6.843491315841675,3.282726963032691e-05,baseline_long
216,0.016866688809823244,0.018305719560012222,7.059726715087891,3.233695592639081e-05,baseline_long
217,0.01688404947053641,0.017948386054486037,7.060689210891724,3.1850220979832253e-05,baseline_long
218,0.016590083374176175,0.018064755210652948,6.900270700454712,3.1367141651741734e-05,baseline_long
219,0.01660203282837756,0.01812991073355079,6.907878160476685,3.088779422594521e-05,baseline_long
220,0.016612803210737184,0.01831783234141767,6.96820330619812,3.041225439695794e-05,baseline_long
221,0.016647608816856518,0.01947687443345785,6.920842170715332,2.9940597258031587e-05,baseline_long
222,0.016551958711352198,0.017665463211014868,6.866061449050903,2.9472897289296018e-05,baseline_long
223,0.016440435270778833,0.01804149025119841,6.84777569770813,2.900922834599802e-05,baseline_long
224,0.016480615662876518,0.018072107071056963,6.768948554992676,2.854966364683877e-05,baseline_long
225,0.016299343600403516,0.018349605165421962,6.815812587738037,2.8094275762411725e-05,baseline_long
226,0.016455395978409795,0.018409890606999397,6.83160662651062,2.764313660374281e-05,baseline_long
227,0.016350773936137555,0.017874683123081922,6.843642950057983,2.7196317410935e-05,baseline_long
228,0.016327892569825052,0.01825829996727407,6.7592597007751465,2.675388874191854e-05,baseline_long
229,0.016214975018519907,0.017703501526266336,7.0624542236328125,2.6315920461309015e-05,baseline_long
230,0.016290459050796926,0.017580627044662834,7.061689138412476,2.5882481729375053e-05,baseline_long
231,0.016209393742028625,0.018157397862523794,6.712623834609985,2.5453640991117018e-05,baseline_long
232,0.01618463604245335,0.018383271060884,6.983484745025635,2.502946596545873e-05,baseline_long
233,0.01625379393110052,0.01772469880990684,6.84449577331543,2.4610023634553946e-05,baseline_long
234,0.016167654633754865,0.01806956944987178,6.9181694984436035,2.419538023320907e-05,baseline_long
235,0.01609186632791534,0.017737322635948658,6.786378383636475,2.378560123842383e-05,baseline_long
236,0.016079837855650113,0.017775556361302732,6.897253036499023,2.3380751359051822e-05,baseline_long
237,0.01595143260201439,0.01789938331581652,6.759659767150879,2.29808945255822e-05,baseline_long
238,0.015970937546808273,0.017429636726155877,6.772644996643066,2.258609388004423e-05,baseline_long
239,0.015971200948115438,0.018277269573882222,6.818268060684204,2.219641176603652e-05,baseline_long
240,0.015939398703631015,0.01712048752233386,7.12311577796936,2.181190971888222e-05,baseline_long
241,0.015898971499409525,0.017641522008925676,6.789669513702393,2.1432648455911845e-05,baseline_long
242,0.01590867748600431,0.01765078766271472,7.009949684143066,2.1058687866875365e-05,baseline_long
243,0.015877187312580646,0.017348988521844147,6.998669385910034,2.0690087004484892e-05,baseline_long
244,0.015924450972815977,0.01722555883228779,6.835193872451782,2.0326904075089526e-05,baseline_long
245,0.015797361503355204,0.017357481913641094,6.971075534820557,1.9969196429483984e-05,baseline_long
246,0.01579464624170214,0.017216728245839478,7.002940654754639,1.9617020553852198e-05,baseline_long
247,0.015787097333231942,0.01741044772788882,7.026919364929199,1.927043206084744e-05,baseline_long
248,0.015772763226414098,0.017220737999305128,6.899789333343506,1.892948568081058e-05,baseline_long
249,0.015615908157778904,0.017133023915812375,6.813519239425659,1.8594235253127402e-05,baseline_long
250,0.01576764919795096,0.01755624732002616,6.799770832061768,1.8264733717726753e-05,baseline_long
251,0.01568569477996789,0.017414738861843942,6.725031852722168,1.794103310672079e-05,baseline_long
252,0.01562685121782124,0.017080811588093638,6.7621259689331055,1.762318453618846e-05,baseline_long
253,0.01566245185909793,0.017015475630760193,6.870546817779541,1.731123819810365e-05,baseline_long
254,0.015623829942196608,0.01755059082992375,6.8519508838653564,1.7005243352409347e-05,baseline_long
255,0.015588299407390878,0.016941191162914038,6.94915246963501,1.6705248319238897e-05,baseline_long
256,0.01556556326453574,0.01700246611610055,6.847036123275757,1.641130047128568e-05,baseline_long
257,0.015520022907294333,0.017233615489676595,6.986006498336792,1.6123446226322424e-05,baseline_long
258,0.015582786995219066,0.01708748751319945,6.933044195175171,1.5841731039871365e-05,baseline_long
259,0.015449377732584252,0.01715212163515389,7.090919017791748,1.556619939802616e-05,baseline_long
260,0.015431816932978109,0.017017146991565823,6.903724670410156,1.5296894810427117e-05,baseline_long
261,0.015429337326204405,0.01704746313393116,6.938138723373413,1.5033859803390516e-05,baseline_long
262,0.0154346713447012,0.01701745009049773,6.889301061630249,1.4777135913193146e-05,baseline_long
263,0.015464564056601375,0.01692098842933774,6.786984920501709,1.4526763679513317e-05,baseline_long
264,0.015340951790567487,0.01702842348255217,6.9687135219573975,1.4282782639029144e-05,baseline_long
265,0.015359063176438212,0.016833601472899317,6.937047481536865,1.4045231319175208e-05,baseline_long
266,0.015337904000189155,0.01685715651139617,6.816330194473267,1.3814147232058724e-05,baseline_long
267,0.0152442165708635,0.017072386089712382,6.9609925746917725,1.3589566868535854e-05,baseline_long
268,0.015273715300718322,0.016941099315881728,6.886239767074585,1.3371525692449394e-05,baseline_long
269,0.015293014204362408,0.016799473026767372,6.989096164703369,1.3160058135028695e-05,baseline_long
270,0.015264504289953039,0.016856185682117938,7.025817632675171,1.2955197589452469e-05,baseline_long
271,0.015270264472346752,0.016851121466606854,6.926947355270386,1.2756976405575676e-05,baseline_long
272,0.015225729269441218,0.01673743306659162,6.887651443481445,1.2565425884821105e-05,baseline_long
273,0.015255587893771008,0.016755960304290055,6.842291831970215,1.2380576275236518e-05,baseline_long
274,0.015215587688144296,0.01676883933134377,6.965581655502319,1.22024567667181e-05,baseline_long
275,0.015263991336105391,0.01685328360646963,6.883153915405273,1.2031095486401074e-05,baseline_long
276,0.015236151308054105,0.016610539415851236,6.888063430786133,1.1866519494218094e-05,baseline_long
277,0.01526850717375055,0.016633760696277023,6.790971279144287,1.1708754778626144e-05,baseline_long
278,0.015213860084768384,0.016718211704865097,6.823310852050781,1.155782625250268e-05,baseline_long
279,0.015170400012284518,0.016382067278027535,6.835538387298584,1.1413757749211607e-05,baseline_long
280,0.015130600881529972,0.01664903026074171,7.052985906600952,1.1276572018839676e-05,baseline_long
281,0.015091396390926094,0.016595267010852694,6.865761041641235,1.114629072460403e-05,baseline_long
282,0.015178645697887986,0.01706644494086504,7.1037232875823975,1.1022934439431298e-05,baseline_long
283,0.015112813331652432,0.016984995706006884,6.79638671875,1.0906522642708895e-05,baseline_long
284,0.015185574205825106,0.01662889901548624,6.809865713119507,1.079707371720901e-05,baseline_long
285,0.015172327470500022,0.01698715964332223,6.835638761520386,1.0694604946185762e-05,baseline_long
286,0.015130018602358178,0.01676027906127274,7.112987995147705,1.059913251064594e-05,baseline_long
287,0.01512641198001802,0.01684652827680111,6.855893850326538,1.0510671486793875e-05,baseline_long
288,0.015062195451464503,0.01683006248436868,6.86764931678772,1.04292358436507e-05,baseline_long
289,0.015043778081890195,0.01675214064307511,6.97313117980957,1.0354838440848503e-05,baseline_long
290,0.015106911525363103,0.016891873683780433,6.788250207901001,1.0287491026599624e-05,baseline_long
291,0.01503932969062589,0.016599541772156955,6.943418979644775,1.0227204235841495e-05,baseline_long
292,0.015003399727866053,0.016370490891858935,6.906905651092529,1.0173987588557239e-05,baseline_long
293,0.014952876567840577,0.016571823060512542,6.721441268920898,1.0127849488272375e-05,baseline_long
294,0.01502369048539549,0.01652898743748665,6.961058616638184,1.0088797220727781e-05,baseline_long
295,0.015041561021935195,0.016911189015954734,6.882154703140259,1.0056836952729215e-05,baseline_long
296,0.01497531721019186,0.01676133261062205,7.177018404006958,1.0031973731173486e-05,baseline_long
297,0.015050752002280206,0.016758450660854577,6.974928379058838,1.0014211482251503e-05,baseline_long
298,0.015057967092143371,0.01686038770712912,6.844359874725342,1.0003553010828276e-05,baseline_long
299,0.01497908800141886,0.016646650433540345,6.897912979125977,1e-05,baseline_long
