case,status,spec_json,step_path,mesh_path,case_data_path,pin_txt,pout_txt,uin_mps,pin_pa,pout_pa,dp_pa,tin_txt,tout_txt,tin_k,tout_k,inlet_name,outlet_name,wall_bottom_name,wall_top_name,elapsed_sec
rect_ar31,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar31.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar31.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar31/rect_ar31.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar31/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar31/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar31/pout.txt,0.1,0.0085377501,0.0,0.0085377501,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar31/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar31/tout.txt,272.99999,273.46554,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,1836.4942471981049
rect_ar32,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar32.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar32.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar32/rect_ar32.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar32/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar32/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar32/pout.txt,0.1,0.0086997922,0.0,0.0086997922,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar32/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar32/tout.txt,272.99999,273.47135,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,1679.7941122055054
rect_ar33,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar33.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar33.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar33/rect_ar33.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar33/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar33/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar33/pout.txt,0.1,0.0088557567,0.0,0.0088557567,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar33/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar33/tout.txt,272.99999,273.47702,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,1861.172601222992
rect_ar34,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar34.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar34.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar34/rect_ar34.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar34/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar34/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar34/pout.txt,0.1,0.0090191098,0.0,0.0090191098,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar34/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar34/tout.txt,272.99999,273.48251,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,1865.498151063919
rect_ar35,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar35.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar35.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar35/rect_ar35.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar35/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar35/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar35/pout.txt,0.1,0.0091755094,0.0,0.0091755094,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar35/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar35/tout.txt,272.99999,273.48752,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,1953.8177576065063
rect_ar36,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar36.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar36.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar36/rect_ar36.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar36/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar36/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar36/pout.txt,0.1,0.0093352153,0.0,0.0093352153,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar36/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar36/tout.txt,272.99999,273.49336,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,1994.4695851802826
rect_ar37,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar37.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar37.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar37/rect_ar37.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar37/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar37/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar37/pout.txt,0.1,0.0094912522,0.0,0.0094912522,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar37/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar37/tout.txt,272.99999,273.49866,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2115.8139955997467
rect_ar38,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar38.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar38.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar38/rect_ar38.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar38/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar38/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar38/pout.txt,0.1,0.0096499025,0.0,0.0096499025,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar38/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar38/tout.txt,272.99999,273.50374,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,1952.7142443656921
rect_ar39,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar39.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar39.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar39/rect_ar39.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar39/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar39/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar39/pout.txt,0.1,0.0098062886,0.0,0.0098062886,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar39/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar39/tout.txt,272.99999,273.50927,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,1993.61625790596
rect_ar40,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar40.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar40.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar40/rect_ar40.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar40/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar40/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar40/pout.txt,0.1,0.0099579591,0.0,0.0099579591,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar40/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar40/tout.txt,272.99999,273.51397,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2371.9156658649445
rect_ar41,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar41.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar41.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar41/rect_ar41.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar41/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar41/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar41/pout.txt,0.1,0.010110468,0.0,0.010110468,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar41/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar41/tout.txt,272.99999,273.51932,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2065.1038892269135
rect_ar42,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar42.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar42.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar42/rect_ar42.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar42/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar42/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar42/pout.txt,0.1,0.010260208,0.0,0.010260208,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar42/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar42/tout.txt,272.99999,273.52375,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2055.038069009781
rect_ar43,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar43.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar43.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar43/rect_ar43.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar43/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar43/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar43/pout.txt,0.1,0.010415657,0.0,0.010415657,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar43/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar43/tout.txt,272.99999,273.52855,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2487.7285335063934
rect_ar44,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar44.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar44.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar44/rect_ar44.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar44/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar44/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar44/pout.txt,0.1,0.010564397,0.0,0.010564397,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar44/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar44/tout.txt,272.99999,273.53337,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2017.5993719100952
rect_ar45,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar45.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar45.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar45/rect_ar45.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar45/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar45/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar45/pout.txt,0.1,0.010713623,0.0,0.010713623,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar45/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar45/tout.txt,272.99999,273.53819,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2333.4576025009155
rect_ar46,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar46.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar46.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar46/rect_ar46.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar46/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar46/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar46/pout.txt,0.1,0.010865785,0.0,0.010865785,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar46/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar46/tout.txt,272.99999,273.54287,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2086.7019329071045
rect_ar47,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar47.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar47.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar47/rect_ar47.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar47/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar47/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar47/pout.txt,0.1,0.011014229,0.0,0.011014229,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar47/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar47/tout.txt,272.99999,273.54747,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2256.4716231822968
rect_ar48,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar48.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar48.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar48/rect_ar48.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar48/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar48/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar48/pout.txt,0.1,0.011166781,0.0,0.011166781,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar48/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar48/tout.txt,272.99999,273.55186,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2260.889295578003
rect_ar49,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar49.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar49.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar49/rect_ar49.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar49/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar49/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar49/pout.txt,0.1,0.011314458,0.0,0.011314458,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar49/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar49/tout.txt,272.99999,273.55643,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2317.7354815006256
rect_ar50,ok,/home/hantianl/Documents/PIDIF/2d_geometry_specs/rect_ar50.json,/home/hantianl/Documents/PIDIF/2d_geometry_step/rect_ar50.step,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar50/rect_ar50.msh.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar50/case2d.cas.h5,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar50/pin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar50/pout.txt,0.1,0.011461759,0.0,0.011461759,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar50/tin.txt,/home/hantianl/Documents/PIDIF/runs_2d/rect_ar50/tout.txt,272.99999,273.56085,open_cascade_step_translator_7.5,open_cascade_step_translator_7.3,open_cascade_step_translator_7.2,open_cascade_step_translator_7.4,2351.828655719757
